Cluster ID,Id
192,1026
192,1111
192,1112
192,1452
192,1756
192,1757
192,2077
192,2516
192,2780
192,2812
193,27
193,3291
193,3295
194,28
194,1864
195,687
195,717
196,45
196,323
196,589
197,46
197,51
198,47
198,52
198,2029
198,2037
198,2119
199,3574
199,3578
200,56
200,67
200,201
200,2053
201,57
201,68
202,66
202,885
202,1102
202,1405
202,1859
202,3507
203,74
203,824
203,1099
203,2949
203,2950
204,85
204,89
204,91
204,97
204,110
205,96
205,1880
205,1909
206,99
206,212
206,260
206,338
206,767
206,1009
206,1034
206,1056
206,1058
206,1287
206,1330
206,1336
206,2362
206,2609
207,111
207,702
207,850
207,1323
207,1324
207,1325
207,1402
207,1718
207,2137
207,2146
207,2497
208,619
208,624
208,1164
208,1173
208,2162
208,2374
208,3570
209,120
209,1945
209,2158
209,2553
209,2796
209,2860
209,3086
210,131
210,382
210,2583
211,20
211,54
211,197
211,578
211,580
211,652
212,132
212,410
212,575
212,2268
212,2270
212,2428
212,2674
212,2721
212,2760
212,2858
212,2898
212,3488
213,135
213,3374
214,137
214,163
214,614
214,651
214,1108
214,1308
214,1549
214,1550
214,1553
214,1560
214,1563
214,1603
214,1604
214,1623
214,1624
214,1625
214,1626
214,1627
215,139
215,600
215,1384
216,141
216,144
216,512
216,514
216,1930
216,2027
216,2064
216,2276
216,2344
216,2377
216,2378
217,284
217,1444
217,2139
218,371
218,1413
219,400
219,420
219,421
219,425
219,427
219,1028
219,1606
219,1843
219,1844
219,1885
219,2051
219,2884
219,2886
219,3263
220,493
220,1008
220,1450
220,1456
220,2556
221,863
221,877
221,1142
221,1304
221,1337
221,1647
221,1921
221,2180
221,2275
221,2638
221,2972
221,3254
221,3264
221,3505
221,3506
222,998
222,1010
222,3154
223,1189
223,2755
223,2953
224,1350
224,2954
225,1711
225,2141
226,1886
226,2679
226,2816
227,2384
227,2387
228,3218
228,3250
229,149
229,1207
230,150
230,151
231,157
231,1231
231,2596
232,170
232,1388
232,2394
232,3341
233,171
233,1692
234,173
234,185
234,3119
235,181
235,973
235,1060
235,1389
235,2635
235,2642
236,192
236,1043
237,203
237,1616
238,204
238,957
238,1613
238,2636
239,206
239,2597
239,3124
240,209
240,660
240,987
240,988
240,1144
240,1245
240,1783
240,1929
240,2021
240,2865
240,3415
241,210
241,2712
241,3384
241,3387
242,1003
242,2809
243,2354
243,2813
244,219
244,1193
244,1816
245,224
245,908
246,227
246,661
246,896
246,1533
246,1534
246,1754
246,2168
246,2292
246,2711
246,2893
246,2985
246,2986
246,2987
246,2993
246,3024
246,3106
246,3223
246,3251
247,228
247,1958
247,2194
247,3187
247,3193
247,3318
247,3334
247,3361
247,3362
247,3366
248,353
248,1095
248,1427
249,2195
249,2196
249,2198
250,233
250,1230
250,2515
251,238
251,322
251,725
251,741
251,859
251,1152
251,1297
251,1367
251,1420
251,1421
251,1437
251,1956
251,1966
251,2082
251,2547
252,243
252,2922
253,244
253,245
253,2296
254,246
254,247
255,248
255,318
256,724
256,1801
256,1802
256,1803
256,1804
256,1805
256,1813
256,1814
257,251
257,965
257,1042
257,1216
257,1406
257,1704
257,1863
257,2759
257,3520
258,256
258,1539
258,1602
258,1902
258,2644
258,2677
259,259
259,3038
260,261
260,1661
261,264
261,267
262,417
262,1849
262,1854
262,1856
263,265
263,2582
264,770
264,901
264,920
265,273
265,802
265,803
265,805
265,1479
266,1667
266,1670
266,1671
266,1677
266,1680
266,1700
267,282
267,292
267,2727
267,2885
267,3408
267,3409
267,3410
267,3434
267,3481
267,3513
268,293
268,2743
269,294
269,2358
269,2746
269,2748
269,2976
269,2998
269,3000
269,3151
270,300
270,1615
270,1683
271,307
271,1067
271,1592
271,1758
271,2006
271,2781
271,2782
272,326
272,558
272,560
272,561
273,692
273,838
273,2617
273,2729
274,1426
274,1887
274,3061
275,333
275,388
275,1584
275,1725
275,2431
275,2866
276,335
276,748
276,2050
276,3074
276,3544
277,1591
277,2357
277,2841
278,344
278,1118
279,345
279,507
279,508
280,350
280,466
281,354
281,359
281,2434
282,356
282,1434
283,366
283,368
283,376
283,377
283,381
284,383
284,2694
284,3087
285,384
285,1752
286,389
286,891
286,892
286,2777
287,393
287,407
288,395
288,409
288,3573
289,396
289,411
290,397
290,412
290,437
291,413
291,415
291,2778
292,414
292,522
292,1763
293,426
293,758
293,1133
293,1154
293,1156
293,1214
293,1283
293,1707
293,1709
293,2640
293,2676
293,3511
294,428
294,1558
295,433
295,733
295,799
295,819
295,2026
295,2421
296,441
296,864
296,1644
296,1646
296,2764
296,2779
297,445
297,720
297,866
297,869
297,962
297,1483
297,2033
297,2634
297,2668
297,3059
298,449
298,861
298,1015
298,1022
298,2091
298,2295
298,3056
298,3526
299,452
299,453
299,1150
299,1942
299,2688
299,2689
300,454
300,2593
300,2664
301,726
301,727
301,1460
301,1488
302,471
302,2167
302,2702
303,473
303,582
303,1445
304,486
304,487
304,529
304,1242
305,492
305,2621
306,494
306,521
307,496
307,501
307,506
307,510
307,670
307,1020
307,1033
307,1055
307,2169
308,502
308,503
308,504
308,505
309,511
309,1185
309,1417
309,1492
309,2028
309,2038
309,2190
309,3053
310,517
310,703
310,712
310,928
310,929
310,1997
310,2637
310,2653
310,2709
310,2713
310,3085
311,518
311,519
311,520
312,532
312,533
312,534
313,545
313,548
313,3326
313,3336
313,3396
314,546
314,547
314,593
314,1203
314,1204
314,1969
315,694
315,696
315,840
315,856
316,552
316,554
316,555
317,565
317,1342
317,1344
317,1411
317,1412
317,1975
317,1980
317,2170
317,2208
317,2253
317,2309
317,2909
318,2479
318,2483
318,2492
319,577
319,579
320,590
320,1335
320,3068
321,594
321,779
321,780
322,601
322,603
322,1378
323,621
323,990
323,1007
324,2226
324,2227
325,631
325,978
326,1101
326,2859
327,653
327,659
327,1569
327,1636
328,662
328,1097
329,668
329,1600
330,685
330,1611
330,2368
330,2645
330,2687
330,3572
330,3577
331,690
331,2018
331,3541
332,699
332,776
333,701
333,710
333,942
333,1918
334,704
334,707
334,945
334,947
334,1919
335,705
335,798
335,1432
336,719
336,796
336,814
336,1976
337,723
337,1491
337,1524
337,1770
337,1810
337,1811
337,3322
338,728
338,1215
338,1263
339,730
339,731
339,1459
339,1476
340,732
340,2966
340,3296
341,734
341,1489
342,737
342,887
342,1254
342,1393
342,1394
342,1454
342,1471
343,743
343,1100
344,744
344,764
345,746
345,2022
346,749
346,1145
346,1385
347,759
347,788
347,792
348,760
348,960
348,1155
348,1693
348,1698
348,1699
348,2707
349,762
349,2598
350,763
350,868
350,880
350,2087
351,782
351,784
351,785
351,847
352,787
352,846
352,1666
353,790
353,1037
354,794
354,800
354,1935
355,795
355,818
355,2049
356,804
356,1469
357,807
357,810
357,1047
357,1329
357,3081
357,3088
358,809
358,1241
359,815
359,816
359,817
360,852
360,2233
361,858
361,1045
361,1049
361,2089
361,2696
362,860
362,1333
362,2090
362,2467
363,867
363,3571
364,870
364,1298
364,2383
364,2833
364,2834
364,2842
364,2843
364,2844
364,2921
364,2980
364,2981
364,2982
364,3023
365,872
365,1684
365,3191
365,3406
366,879
366,1732
367,882
367,883
368,888
368,890
369,895
369,1745
370,900
370,916
370,926
371,902
371,903
372,906
372,907
372,2209
373,923
373,3496
374,934
374,953
375,940
375,1198
375,2487
376,943
376,1110
376,1614
376,1762
376,1767
376,1906
377,963
377,1162
378,991
378,993
378,1850
378,1851
379,996
379,1327
380,1000
380,1002
380,1046
380,1422
380,2803
381,1012
381,1025
381,1030
381,1430
382,1013
382,3107
382,3132
382,3171
382,3172
382,3194
382,3535
382,3560
383,1023
383,1040
384,2784
384,2790
385,1041
385,1116
385,1784
385,2355
385,2560
385,2586
385,2738
386,1068
386,1069
386,1236
387,1084
387,1282
388,1092
388,1852
388,2405
389,1093
389,1664
389,1780
390,1094
390,1227
391,1103
391,2084
391,2366
391,3004
392,1113
392,1115
392,1796
393,1135
393,1484
393,1903
393,1988
393,2533
394,1138
394,2451
395,1141
395,2080
396,1158
396,1781
396,1782
397,1435
397,1436
397,1438
397,1439
397,1443
398,1174
398,2555
398,3329
398,3330
398,3331
398,3338
399,1177
399,2001
399,2698
400,1182
400,2701
400,3076
400,3097
400,3313
401,1183
401,2217
401,3531
402,1187
402,1195
403,1196
403,1654
404,1238
404,2486
405,1251
405,2463
406,3112
406,3260
406,3495
407,1259
407,2207
407,2704
408,1269
408,1271
408,1273
408,1275
408,1276
408,1277
408,1278
408,1279
408,1280
409,1270
409,2395
409,2540
410,1305
410,1358
410,1366
410,1923
410,1927
410,1934
410,2970
411,1313
411,1957
412,1326
412,1328
412,2040
412,2041
413,1331
413,2396
414,1338
414,2293
415,1349
415,3454
416,1352
416,3431
417,1355
417,2401
418,1415
418,2142
419,1419
419,1503
419,1505
419,1874
419,2203
419,2369
419,2888
419,2889
419,3399
419,3568
419,3602
419,3603
420,1429
420,2789
420,3041
421,1447
421,1727
421,2012
422,1473
422,2438
423,1949
423,3096
424,1486
424,1914
424,2845
425,1518
425,1800
425,2442
426,1536
426,2048
426,2656
427,1540
427,2857
427,3297
428,1556
428,1631
429,1564
429,1597
429,1916
429,2363
429,2810
430,1568
430,1576
430,1579
430,1581
431,1571
431,1649
432,1575
432,3052
433,1577
433,1578
433,1583
434,1717
434,1721
434,1722
434,1726
434,1728
434,1729
434,1746
435,1723
435,2154
436,1588
436,1660
436,2116
436,2178
436,2509
436,2511
437,1596
437,2081
438,1645
438,2092
438,2096
439,1648
439,2591
440,1650
440,2589
440,2595
441,1652
441,2105
442,1669
442,1714
443,1681
443,1685
443,2138
444,1686
444,1687
444,1688
444,1690
444,1695
444,1697
444,1713
445,1730
445,1731
445,1735
445,1736
446,2873
446,3122
446,3190
446,3192
446,3333
446,3369
446,3492
446,3562
447,2849
447,2850
447,3141
447,3273
447,3556
447,3567
448,3142
448,3150
448,3153
449,3200
449,3204
449,3211
450,1979
450,3103
450,3226
450,3262
451,3249
